Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Hepatite B,coceira,fadiga,letargia,pele_amarelada,urina_escura,dor_abdominal,urina_amarela,amarelamento_dos_olhos,mal_estar,recebeu_transfusão_de_sangue,recebeu_injeções_não_esterilizadas,,,,,,
Hepatite B,coceira,fadiga,letargia,pele_amarelada,urina_escura,perda_de_apetite,urina_amarela,amarelamento_dos_olhos,mal_estar,recebeu_transfusão_de_sangue,recebeu_injeções_não_esterilizadas,,,,,,
Hepatite B,coceira,fadiga,letargia,pele_amarelada,urina_escura,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,mal_estar,recebeu_transfusão_de_sangue,recebeu_injeções_não_esterilizadas,,,,,,
Hepatite C,fadiga,pele_amarelada,náusea,perda_de_apetite,histórico_familiar,,,,,,,,,,,,
Hepatite C,fadiga,pele_amarelada,náusea,perda_de_apetite,amarelamento_dos_olhos,histórico_familiar,,,,,,,,,,,
Hepatite C,pele_amarelada,náusea,perda_de_apetite,amarelamento_dos_olhos,histórico_familiar,,,,,,,,,,,,
Hepatite C,fadiga,náusea,perda_de_apetite,amarelamento_dos_olhos,histórico_familiar,,,,,,,,,,,,
Hepatite C,fadiga,pele_amarelada,perda_de_apetite,amarelamento_dos_olhos,histórico_familiar,,,,,,,,,,,,
Hepatite C,fadiga,pele_amarelada,náusea,amarelamento_dos_olhos,histórico_familiar,,,,,,,,,,,,
Hepatite C,fadiga,pele_amarelada,náusea,perda_de_apetite,histórico_familiar,,,,,,,,,,,,
Hepatite C,fadiga,pele_amarelada,náusea,perda_de_apetite,amarelamento_dos_olhos,,,,,,,,,,,,
Hepatite C,fadiga,pele_amarelada,náusea,perda_de_apetite,amarelamento_dos_olhos,histórico_familiar,,,,,,,,,,,
Hepatite C,fadiga,pele_amarelada,náusea,perda_de_apetite,amarelamento_dos_olhos,histórico_familiar,,,,,,,,,,,
Hepatite D,dor_nas_articulações,vômito,fadiga,pele_amarelada,urina_escura,náusea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,,,,,,,,
Hepatite D,vômito,fadiga,pele_amarelada,urina_escura,náusea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,,,,,,,,,
Hepatite D,dor_nas_articulações,fadiga,pele_amarelada,urina_escura,náusea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,,,,,,,,,
Hepatite D,dor_nas_articulações,vômito,pele_amarelada,urina_escura,náusea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,,,,,,,,,
Hepatite D,dor_nas_articulações,vômito,fadiga,urina_escura,náusea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,,,,,,,,,
Hepatite D,dor_nas_articulações,vômito,fadiga,pele_amarelada,náusea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,,,,,,,,,
Hepatite D,dor_nas_articulações,vômito,fadiga,pele_amarelada,urina_escura,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,,,,,,,,,
Hepatite D,dor_nas_articulações,vômito,fadiga,pele_amarelada,urina_escura,náusea,dor_abdominal,amarelamento_dos_olhos,,,,,,,,,
Hepatite D,dor_nas_articulações,vômito,fadiga,pele_amarelada,urina_escura,náusea,perda_de_apetite,amarelamento_dos_olhos,,,,,,,,,
Hepatite D,dor_nas_articulações,vômito,fadiga,pele_amarelada,urina_escura,náusea,perda_de_apetite,dor_abdominal,,,,,,,,,
Hepatite E,dor_nas_articulações,vômito,fadiga,febre_alta,pele_amarelada,urina_escura,náusea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,coma,sangramento_estomacal,,,,,
Hepatite E,dor_nas_articulações,vômito,fadiga,febre_alta,pele_amarelada,urina_escura,náusea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,falência_hepática_aguda,coma,sangramento_estomacal,,,,
Hepatite E,dor_nas_articulações,vômito,fadiga,febre_alta,pele_amarelada,urina_escura,náusea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,falência_hepática_aguda,coma,sangramento_estomacal,,,,
Hepatite E,vômito,fadiga,febre_alta,pele_amarelada,urina_escura,náusea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,falência_hepática_aguda,coma,sangramento_estomacal,,,,,
Hepatite E,dor_nas_articulações,fadiga,febre_alta,pele_amarelada,urina_escura,náusea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,falência_hepática_aguda,coma,sangramento_estomacal,,,,,
Hepatite E,dor_nas_articulações,vômito,febre_alta,pele_amarelada,urina_escura,náusea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,falência_hepática_aguda,coma,sangramento_estomacal,,,,,
Hepatite E,dor_nas_articulações,vômito,fadiga,pele_amarelada,urina_escura,náusea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,falência_hepática_aguda,coma,sangramento_estomacal,,,,,
Hepatite E,dor_nas_articulações,vômito,fadiga,febre_alta,urina_escura,náusea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,falência_hepática_aguda,coma,sangramento_estomacal,,,,,
Hepatite E,dor_nas_articulações,vômito,fadiga,febre_alta,pele_amarelada,náusea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,falência_hepática_aguda,coma,sangramento_estomacal,,,,,
Hepatite E,dor_nas_articulações,vômito,fadiga,febre_alta,pele_amarelada,urina_escura,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,falência_hepática_aguda,coma,sangramento_estomacal,,,,,
Hepatite alcoólica,vômito,pele_amarelada,dor_abdominal,inchaço_do_estômago,distensão_abdominal,histórico_de_consumo_de_álcool,sobrecarga_de_fluidos,,,,,,,,,,
Hepatite alcoólica,vômito,pele_amarelada,dor_abdominal,inchaço_do_estômago,distensão_abdominal,histórico_de_consumo_de_álcool,sobrecarga_de_fluidos,,,,,,,,,,
Hepatite alcoólica,pele_amarelada,dor_abdominal,inchaço_do_estômago,distensão_abdominal,histórico_de_consumo_de_álcool,sobrecarga_de_fluidos,,,,,,,,,,,
Hepatite alcoólica,vômito,dor_abdominal,inchaço_do_estômago,distensão_abdominal,histórico_de_consumo_de_álcool,sobrecarga_de_fluidos,,,,,,,,,,,
Hepatite alcoólica,vômito,pele_amarelada,inchaço_do_estômago,distensão_abdominal,histórico_de_consumo_de_álcool,sobrecarga_de_fluidos,,,,,,,,,,,
Hepatite alcoólica,vômito,pele_amarelada,dor_abdominal,distensão_abdominal,histórico_de_consumo_de_álcool,sobrecarga_de_fluidos,,,,,,,,,,,
Hepatite alcoólica,vômito,pele_amarelada,dor_abdominal,inchaço_do_estômago,histórico_de_consumo_de_álcool,sobrecarga_de_fluidos,,,,,,,,,,,
Hepatite alcoólica,vômito,pele_amarelada,dor_abdominal,inchaço_do_estômago,distensão_abdominal,sobrecarga_de_fluidos,,,,,,,,,,,
Hepatite alcoólica,vômito,pele_amarelada,dor_abdominal,inchaço_do_estômago,distensão_abdominal,histórico_de_consumo_de_álcool,,,,,,,,,,,
Hepatite alcoólica,vômito,pele_amarelada,dor_abdominal,inchaço_do_estômago,distensão_abdominal,histórico_de_consumo_de_álcool,sobrecarga_de_fluidos,,,,,,,,,,
Tuberculose,calafrios,vômito,fadiga,perda_de_peso,tosse,febre_alta,falta_de_ar,suor_excessivo,perda_de_apetite,febre_leve,amarelamento_dos_olhos,linfonodos_inchados,mal_estar,catarro,dor_no_peito,sangue_no_escarro,
Tuberculose,calafrios,vômito,fadiga,perda_de_peso,tosse,febre_alta,falta_de_ar,suor_excessivo,perda_de_apetite,febre_leve,amarelamento_dos_olhos,linfonodos_inchados,mal_estar,catarro,dor_no_peito,sangue_no_escarro,
Tuberculose,vômito,fadiga,perda_de_peso,tosse,febre_alta,falta_de_ar,suor_excessivo,perda_de_apetite,febre_leve,amarelamento_dos_olhos,linfonodos_inchados,mal_estar,catarro,dor_no_peito,sangue_no_escarro,,
Tuberculose,calafrios,fadiga,perda_de_peso,tosse,febre_alta,falta_de_ar,suor_excessivo,perda_de_apetite,febre_leve,amarelamento_dos_olhos,linfonodos_inchados,mal_estar,catarro,dor_no_peito,sangue_no_escarro,,
Tuberculose,calafrios,vômito,perda_de_peso,tosse,febre_alta,falta_de_ar,suor_excessivo,perda_de_apetite,febre_leve,amarelamento_dos_olhos,linfonodos_inchados,mal_estar,catarro,dor_no_peito,sangue_no_escarro,,
Tuberculose,calafrios,vômito,fadiga,tosse,febre_alta,falta_de_ar,suor_excessivo,perda_de_apetite,febre_leve,amarelamento_dos_olhos,linfonodos_inchados,mal_estar,catarro,dor_no_peito,sangue_no_escarro,,
Tuberculose,calafrios,vômito,fadiga,perda_de_peso,febre_alta,falta_de_ar,suor_excessivo,perda_de_apetite,febre_leve,amarelamento_dos_olhos,linfonodos_inchados,mal_estar,catarro,dor_no_peito,sangue_no_escarro,,
Tuberculose,calafrios,vômito,fadiga,perda_de_peso,tosse,falta_de_ar,suor_excessivo,perda_de_apetite,febre_leve,amarelamento_dos_olhos,linfonodos_inchados,mal_estar,catarro,dor_no_peito,sangue_no_escarro,,
Tuberculose,calafrios,vômito,fadiga,perda_de_peso,tosse,febre_alta,suor_excessivo,perda_de_apetite,febre_leve,amarelamento_dos_olhos,linfonodos_inchados,mal_estar,catarro,dor_no_peito,sangue_no_escarro,,
Tuberculose,calafrios,vômito,fadiga,perda_de_peso,tosse,febre_alta,falta_de_ar,perda_de_apetite,febre_leve,amarelamento_dos_olhos,linfonodos_inchados,mal_estar,catarro,dor_no_peito,sangue_no_escarro,,
Resfriado comum,espirros_contínuos,calafrios,fadiga,tosse,febre_alta,dor_de_cabeça,linfonodos_inchados,mal_estar,catarro,irritação_na_garganta,vermelhidão_nos_olhos,pressão_nos_seios_nasais,coriza,congestão,dor_no_peito,perda_do_olfato,dor_muscular
Resfriado comum,espirros_contínuos,calafrios,fadiga,tosse,febre_alta,dor_de_cabeça,linfonodos_inchados,mal_estar,catarro,irritação_na_garganta,vermelhidão_nos_olhos,pressão_nos_seios_nasais,coriza,congestão,dor_no_peito,perda_do_olfato,dor_muscular
Resfriado comum,calafrios,fadiga,tosse,febre_alta,dor_de_cabeça,linfonodos_inchados,mal_estar,catarro,irritação_na_garganta,vermelhidão_nos_olhos,pressão_nos_seios_nasais,coriza,congestão,dor_no_peito,perda_do_olfato,dor_muscular,
Resfriado comum,espirros_contínuos,fadiga,tosse,febre_alta,dor_de_cabeça,linfonodos_inchados,mal_estar,catarro,irritação_na_garganta,vermelhidão_nos_olhos,pressão_nos_seios_nasais,coriza,congestão,dor_no_peito,perda_do_olfato,dor_muscular,
Resfriado comum,espirros_contínuos,calafrios,tosse,febre_alta,dor_de_cabeça,linfonodos_inchados,mal_estar,catarro,irritação_na_garganta,vermelhidão_nos_olhos,pressão_nos_seios_nasais,coriza,congestão,dor_no_peito,perda_do_olfato,dor_muscular,
Resfriado comum,espirros_contínuos,calafrios,fadiga,febre_alta,dor_de_cabeça,linfonodos_inchados,mal_estar,catarro,irritação_na_garganta,vermelhidão_nos_olhos,pressão_nos_seios_nasais,coriza,congestão,dor_no_peito,perda_do_olfato,dor_muscular,
Resfriado comum,espirros_contínuos,calafrios,fadiga,tosse,dor_de_cabeça,linfonodos_inchados,mal_estar,catarro,irritação_na_garganta,vermelhidão_nos_olhos,pressão_nos_seios_nasais,coriza,congestão,dor_no_peito,perda_do_olfato,dor_muscular,
Resfriado comum,espirros_contínuos,calafrios,fadiga,tosse,febre_alta,linfonodos_inchados,mal_estar,catarro,irritação_na_garganta,vermelhidão_nos_olhos,pressão_nos_seios_nasais,coriza,congestão,dor_no_peito,perda_do_olfato,dor_muscular,
Resfriado comum,espirros_contínuos,calafrios,fadiga,tosse,febre_alta,dor_de_cabeça,mal_estar,catarro,irritação_na_garganta,vermelhidão_nos_olhos,pressão_nos_seios_nasais,coriza,congestão,dor_no_peito,perda_do_olfato,dor_muscular,
Resfriado comum,espirros_contínuos,calafrios,fadiga,tosse,febre_alta,dor_de_cabeça,linfonodos_inchados,catarro,irritação_na_garganta,vermelhidão_nos_olhos,pressão_nos_seios_nasais,coriza,congestão,dor_no_peito,perda_do_olfato,dor_muscular,
Pneumonia,calafrios,fadiga,tosse,febre_alta,falta_de_ar,suor_excessivo,mal_estar,dor_no_peito,frequência_cardíaca_elevada,escarro_enferrujado,,,,,,,
Pneumonia,calafrios,fadiga,tosse,febre_alta,falta_de_ar,suor_excessivo,mal_estar,catarro,dor_no_peito,frequência_cardíaca_elevada,escarro_enferrujado,,,,,,
Pneumonia,calafrios,fadiga,tosse,febre_alta,falta_de_ar,suor_excessivo,mal_estar,catarro,dor_no_peito,frequência_cardíaca_elevada,escarro_enferrujado,,,,,,
Pneumonia,fadiga,tosse,febre_alta,falta_de_ar,suor_excessivo,mal_estar,catarro,dor_no_peito,frequência_cardíaca_elevada,escarro_enferrujado,,,,,,,
Pneumonia,calafrios,tosse,febre_alta,falta_de_ar,suor_excessivo,mal_estar,catarro,dor_no_peito,frequência_cardíaca_elevada,escarro_enferrujado,,,,,,,
Pneumonia,calafrios,fadiga,febre_alta,falta_de_ar,suor_excessivo,mal_estar,catarro,dor_no_peito,frequência_cardíaca_elevada,escarro_enferrujado,,,,,,,
Pneumonia,calafrios,fadiga,tosse,falta_de_ar,suor_excessivo,mal_estar,catarro,dor_no_peito,frequência_cardíaca_elevada,escarro_enferrujado,,,,,,,
Pneumonia,calafrios,fadiga,tosse,febre_alta,suor_excessivo,mal_estar,catarro,dor_no_peito,frequência_cardíaca_elevada,escarro_enferrujado,,,,,,,
Pneumonia,calafrios,fadiga,tosse,febre_alta,falta_de_ar,mal_estar,catarro,dor_no_peito,frequência_cardíaca_elevada,escarro_enferrujado,,,,,,,
Pneumonia,calafrios,fadiga,tosse,febre_alta,falta_de_ar,suor_excessivo,catarro,dor_no_peito,frequência_cardíaca_elevada,escarro_enferrujado,,,,,,,
Hemorroidas,constipação,dor_ao_evacuar,dor_na_região_anal,fezes_com_sangue,irritação_no_ânus,,,,,,,,,,,,
Hemorroidas,constipação,dor_ao_evacuar,dor_na_região_anal,fezes_com_sangue,irritação_no_ânus,,,,,,,,,,,,
Hemorroidas,constipação,dor_ao_evacuar,dor_na_região_anal,fezes_com_sangue,irritação_no_ânus,,,,,,,,,,,,
Hemorroidas,dor_ao_evacuar,dor_na_região_anal,fezes_com_sangue,irritação_no_ânus,,,,,,,,,,,,,
Hemorroidas,constipação,dor_na_região_anal,fezes_com_sangue,irritação_no_ânus,,,,,,,,,,,,,
Hemorroidas,constipação,dor_ao_evacuar,fezes_com_sangue,irritação_no_ânus,,,,,,,,,,,,,
Hemorroidas,constipação,dor_ao_evacuar,dor_na_região_anal,irritação_no_ânus,,,,,,,,,,,,,
Hemorroidas,constipação,dor_ao_evacuar,dor_na_região_anal,fezes_com_sangue,,,,,,,,,,,,,
Hemorroidas,constipação,dor_ao_evacuar,dor_na_região_anal,fezes_com_sangue,irritação_no_ânus,,,,,,,,,,,,
Hemorroidas,constipação,dor_ao_evacuar,dor_na_região_anal,fezes_com_sangue,irritação_no_ânus,,,,,,,,,,,,
Infarto,vômito,falta_de_ar,suor_excessivo,dor_no_peito,,,,,,,,,,,,,
Infarto,vômito,falta_de_ar,suor_excessivo,dor_no_peito,,,,,,,,,,,,,
Infarto,falta_de_ar,suor_excessivo,dor_no_peito,,,,,,,,,,,,,,
Infarto,vômito,suor_excessivo,dor_no_peito,,,,,,,,,,,,,,
Infarto,vômito,falta_de_ar,dor_no_peito,,,,,,,,,,,,,,
Infarto,vômito,falta_de_ar,suor_excessivo,,,,,,,,,,,,,,
Infarto,vômito,falta_de_ar,suor_excessivo,dor_no_peito,,,,,,,,,,,,,
Infarto,falta_de_ar,suor_excessivo,dor_no_peito,,,,,,,,,,,,,,
Infarto,vômito,suor_excessivo,dor_no_peito,,,,,,,,,,,,,,
Infarto,vômito,falta_de_ar,dor_no_peito,,,,,,,,,,,,,,
Varizes,fadiga,cãibras,hematomas,obesidade,pernas_inchadas,vasos_sanguíneos_inchados,veias_proeminentes_na_panturrilha,,,,,,,,,,
Varizes,fadiga,cãibras,hematomas,obesidade,pernas_inchadas,vasos_sanguíneos_inchados,veias_proeminentes_na_panturrilha,,,,,,,,,,
Varizes,cãibras,hematomas,obesidade,pernas_inchadas,vasos_sanguíneos_inchados,veias_proeminentes_na_panturrilha,,,,,,,,,,,
Varizes,fadiga,hematomas,obesidade,pernas_inchadas,vasos_sanguíneos_inchados,veias_proeminentes_na_panturrilha,,,,,,,,,,,
Varizes,fadiga,cãibras,obesidade,pernas_inchadas,vasos_sanguíneos_inchados,veias_proeminentes_na_panturrilha,,,,,,,,,,,
Varizes,fadiga,cãibras,hematomas,pernas_inchadas,vasos_sanguíneos_inchados,veias_proeminentes_na_panturrilha,,,,,,,,,,,
Varizes,fadiga,cãibras,hematomas,obesidade,vasos_sanguíneos_inchados,veias_proeminentes_na_panturrilha,,,,,,,,,,,
Varizes,fadiga,cãibras,hematomas,obesidade,pernas_inchadas,veias_proeminentes_na_panturrilha,,,,,,,,,,,
Varizes,fadiga,cãibras,hematomas,obesidade,pernas_inchadas,vasos_sanguíneos_inchados,,,,,,,,,,,
Varizes,fadiga,cãibras,hematomas,obesidade,pernas_inchadas,veias_proeminentes_na_panturrilha,,,,,,,,,,,
Hipotireoidismo,fadiga,ganho_de_peso,mãos_e_pés_frios,mudanças_de_humor,letargia,tontura,rosto_e_olhos_inchados,tireoide_aumentada,unhas_quebradiças,extremidades_inchadas,depressão,irritabilidade,menstruação_irregular,,,,
Hipotireoidismo,fadiga,ganho_de_peso,mãos_e_pés_frios,mudanças_de_humor,letargia,tontura,rosto_e_olhos_inchados,tireoide_aumentada,unhas_quebradiças,extremidades_inchadas,depressão,irritabilidade,menstruação_irregular,,,,
Hipotireoidismo,ganho_de_peso,mãos_e_pés_frios,mudanças_de_humor,letargia,tontura,rosto_e_olhos_inchados,tireoide_aumentada,unhas_quebradiças,extremidades_inchadas,depressão,irritabilidade,menstruação_irregular,,,,,
Hipotireoidismo,ganho_de_peso,mãos_e_pés_frios,mudanças_de_humor,letargia,tontura,rosto_e_olhos_inchados,tireoide_aumentada,unhas_quebradiças,extremidades_inchadas,depressão,irritabilidade,menstruação_irregular,,,,,
Hipotireoidismo,fadiga,mãos_e_pés_frios,mudanças_de_humor,letargia,tontura,rosto_e_olhos_inchados,tireoide_aumentada,unhas_quebradiças,extremidades_inchadas,depressão,irritabilidade,menstruação_irregular,,,,,
Hipotireoidismo,fadiga,ganho_de_peso,mudanças_de_humor,letargia,tontura,rosto_e_olhos_inchados,tireoide_aumentada,unhas_quebradiças,extremidades_inchadas,depressão,irritabilidade,menstruação_irregular,,,,,
Hipotireoidismo,fadiga,ganho_de_peso,mãos_e_pés_frios,letargia,tontura,rosto_e_olhos_inchados,tireoide_aumentada,unhas_quebradiças,extremidades_inchadas,depressão,irritabilidade,menstruação_irregular,,,,,
Hipotireoidismo,fadiga,ganho_de_peso,mãos_e_pés_frios,mudanças_de_humor,tontura,rosto_e_olhos_inchados,tireoide_aumentada,unhas_quebradiças,extremidades_inchadas,depressão,irritabilidade,menstruação_irregular,,,,,
Hipotireoidismo,fadiga,ganho_de_peso,mãos_e_pés_frios,mudanças_de_humor,letargia,rosto_e_olhos_inchados,tireoide_aumentada,unhas_quebradiças,extremidades_inchadas,depressão,irritabilidade,menstruação_irregular,,,,,
Hipotireoidismo,fadiga,ganho_de_peso,mãos_e_pés_frios,mudanças_de_humor,letargia,tontura,tireoide_aumentada,unhas_quebradiças,extremidades_inchadas,depressão,irritabilidade,menstruação_irregular,,,,,
Hipertireoidismo,fadiga,mudanças_de_humor,perda_de_peso,agitação,suor_excessivo,diarreia,frequência_cardíaca_elevada,fome_excessiva,fraqueza_muscular,irritabilidade,menstruação_irregular,,,,,,
Hipertireoidismo,fadiga,mudanças_de_humor,perda_de_peso,agitação,suor_excessivo,diarreia,frequência_cardíaca_elevada,fome_excessiva,fraqueza_muscular,irritabilidade,menstruação_irregular,,,,,,
Hipertireoidismo,mudanças_de_humor,perda_de_peso,agitação,suor_excessivo,diarreia,frequência_cardíaca_elevada,fome_excessiva,fraqueza_muscular,irritabilidade,menstruação_irregular,,,,,,,
Hipertireoidismo,fadiga,perda_de_peso,agitação,suor_excessivo,diarreia,frequência_cardíaca_elevada,fome_excessiva,fraqueza_muscular,irritabilidade,menstruação_irregular,,,,,,,
Hipertireoidismo,fadiga,mudanças_de_humor,agitação,suor_excessivo,diarreia,frequência_cardíaca_elevada,fome_excessiva,fraqueza_muscular,irritabilidade,menstruação_irregular,,,,,,,
Hipertireoidismo,fadiga,mudanças_de_humor,perda_de_peso,suor_excessivo,diarreia,frequência_cardíaca_elevada,fome_excessiva,fraqueza_muscular,irritabilidade,menstruação_irregular,,,,,,,
Hipertireoidismo,fadiga,mudanças_de_humor,perda_de_peso,agitação,diarreia,frequência_cardíaca_elevada,fome_excessiva,fraqueza_muscular,irritabilidade,menstruação_irregular,,,,,,,
Hipertireoidismo,fadiga,mudanças_de_humor,perda_de_peso,agitação,suor_excessivo,frequência_cardíaca_elevada,fome_excessiva,fraqueza_muscular,irritabilidade,menstruação_irregular,,,,,,,
Hipertireoidismo,fadiga,mudanças_de_humor,perda_de_peso,agitação,suor_excessivo,diarreia,fome_excessiva,fraqueza_muscular,irritabilidade,menstruação_irregular,,,,,,,
Hipertireoidismo,fadiga,mudanças_de_humor,perda_de_peso,agitação,suor_excessivo,diarreia,frequência_cardíaca_elevada,fraqueza_muscular,irritabilidade,menstruação_irregular,,,,,,,
Hipoglicemia,vômito,fadiga,ansiedade,suor_excessivo,dor_de_cabeça,náusea,visão_turva,fome_excessiva,fala_arrastada,irritabilidade,palpitações,,,,,,
Hipoglicemia,vômito,fadiga,ansiedade,suor_excessivo,dor_de_cabeça,náusea,visão_turva,fome_excessiva,lábios_ressecados_e_formigando,fala_arrastada,irritabilidade,palpitações,,,,,
Hipoglicemia,vômito,fadiga,ansiedade,suor_excessivo,dor_de_cabeça,náusea,visão_turva,fome_excessiva,lábios_ressecados_e_formigando,fala_arrastada,irritabilidade,palpitações,,,,,
Hipoglicemia,fadiga,ansiedade,suor_excessivo,dor_de_cabeça,náusea,visão_turva,fome_excessiva,lábios_ressecados_e_formigando,fala_arrastada,irritabilidade,palpitações,,,,,,
Hipoglicemia,vômito,ansiedade,suor_excessivo,dor_de_cabeça,náusea,visão_turva,fome_excessiva,lábios_ressecados_e_formigando,fala_arrastada,irritabilidade,palpitações,,,,,,
Hipoglicemia,vômito,fadiga,suor_excessivo,dor_de_cabeça,náusea,visão_turva,fome_excessiva,lábios_ressecados_e_formigando,fala_arrastada,irritabilidade,palpitações,,,,,,
Hipoglicemia,vômito,fadiga,ansiedade,dor_de_cabeça,náusea,visão_turva,fome_excessiva,lábios_ressecados_e_formigando,fala_arrastada,irritabilidade,palpitações,,,,,,
Hipoglicemia,vômito,fadiga,ansiedade,suor_excessivo,náusea,visão_turva,fome_excessiva,lábios_ressecados_e_formigando,fala_arrastada,irritabilidade,palpitações,,,,,,
Hipoglicemia,vômito,fadiga,ansiedade,suor_excessivo,dor_de_cabeça,visão_turva,fome_excessiva,lábios_ressecados_e_formigando,fala_arrastada,irritabilidade,palpitações,,,,,,
